module,type,name,res_id,src,value,comments
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_signs_and_sympotoms__create_uid,Created by,Created by,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_test_critearea__create_uid,Created by,Created by,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_test_type__create_uid,Created by,Created by,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_vaccination__create_uid,Created by,Created by,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_pet_type__create_uid,Created by,Created by,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_psc_code__create_uid,Created by,Created by,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_bed_transfer__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_create_prescription_invoice__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_create_prescription_shipment__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_appointment__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_appointments_invoice_wizard__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diagnostic_hypotesis__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diet_belief__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diet_therapeutic__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_directions__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_dose_unit__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_drug_route__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_family_disease__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_health_service_invoice__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_chest_drainage__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_ecg__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_glasgow__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_ventilation__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_diet__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication_admin_time__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication_log__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_registration__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_insurance__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_insurance_plan__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab_test_create__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab_test_invoice__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab_test_units__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_medicament__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_medication_dosage__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_neomatal_apgar__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology_category__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology_group__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology_group_member__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_cage__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_colposcopy_history__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_disease__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_diseases__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_lab_test__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_mammography_history__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_medication1__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_medication__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_menstrual_history__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_pap_history__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_pregnency__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_prental_evoultion__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_psc__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding_medical_supply__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding_medicament__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding_vaccine__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pediatrics_growth_charts_who__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_perinatal_monitor__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_physician__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_preinatal__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_prescription_line__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_prescription_order__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_puerperium_monitor__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_rcri__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_rounding_procedure__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_secondary_condition__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_signs_and_sympotoms__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_test_critearea__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_test_type__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_vaccination__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_pet_type__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_psc_code__create_date,Created on,Created on,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab__critearea_ids,Critearea,Critearea,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_test_type__critearea_ids,Critearea,Critearea,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_neomatal_apgar__apgar_grimace__2,Cry Or pull away when simulated,Cry Or pull away when simulated,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__coffee_cups,Cups Per Day,Cups Per Day,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_ventilation__current_mv,Current,Current,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_pregnency__current_pregnency,Current Pregnency,Current Pregnency,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__currently_pregnant,Currently Pregnant,Currently Pregnant,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_disease__is_on_treatment,Currently on Treatment,Currently on Treatment,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_diseases__is_on_treatment,Currently on Treatment,Currently on Treatment,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__cyanosis,Cyanosis,Cyanosis,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.report_newborn_card_document,DOB:,DOB:,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_bed_transfer__date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_ecg__ecg_date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_glasgow__evaluation_date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication_admin_time__admin_time,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication_log__admin_time,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__report_date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_lab_test__date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_mammography_history__evolution_date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_mammography_history__last_mamography_date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_menstrual_history__evoultion_date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_prental_evoultion__evoultion_date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_perinatal_monitor__date,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_vaccination__date,Date,Date,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_view_report_document_lab,Date,Date,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.patient_vaccinations_document,Date,Date,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_psc__evaluation_start,Date ,Date ,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_puerperium_monitor__date,Date And Time,Date And Time,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__date_of_birth,Date of Birth,Date of Birth,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__date_of_death,Date of Death,Date of Death,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_disease__diagnosis_date,Date of Diagnosis,Date of Diagnosis,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_diseases__diagnosed_date,Date of Diagnosis,Date of Diagnosis,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab__date_analysis,Date of the Analysis,Date of the Analysis,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab__date_requested,Date requested,Date requested,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_view_report_lab_result_demo_report,Date:,Date:,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.patient_diseases_document_report,Date:,Date:,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.patient_medications_document_report,Date:,Date:,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.patient_vaccinations_document,Date:,Date:,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_psc__psc_daydreams_too_much,Daydreams too much,Daydreams too much,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_inpatient_medication__duration_period__days,Days,Days,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_inpatient_medication__frequency_unit__days,Days,Days,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_medication1__duration_period__days,Days,Days,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_medication1__frequency_unit__days,Days,Days,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_medication__duration_period__days,Days,Days,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_medication__frequency_unit__days,Days,Days,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_prescription_line__duration_period__days,Days,Days,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_prescription_line__frequency_unit__days,Days,Days,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__deceased,Deceased,Deceased,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__deaths_1st_week,Deceased after 1st week,Deceased after 1st week,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__deaths_2nd_week,Deceased after 2nd week,Deceased after 2nd week,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__fam_apgar_decisions,Decision making,Decision making,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_rounding__bowel_sounds__decreased,Decreased,Decreased,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__decreased_fremitus,Decreased Fremitus,Decreased Fremitus,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_rounding__respiration_type__deep,Deep,Deep,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_insurance_plan__is_default,Default Plan,Default Plan,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__dehydration,Dehydration,Dehydration,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_icu_ecg__st_segment__depressed,Depressed,Depressed,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding__depression,Depression Signs,Depression Signs,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__derived_from_physician_id,Derived from Doctor,Derived from Doctor,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__derived_to_physician_id,Derived to Doctor,Derived to Doctor,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diet_belief__description,Description,Description,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diet_therapeutic__description,Description,Description,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_dose_unit__description,Description,Description,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology_group__info,Detailed Information,Detailed Information,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_rounding__trachea_alignment__left,Deviated Left,Deviated Left,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_rounding__trachea_alignment__right,Deviated Right,Deviated Right,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_prental_evoultion__diabetes,Diabetes,Diabetes,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.patient_diseases_document_report,Diagnosed,Diagnosed,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab__diagnosis,Diagnosis,Diagnosis,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_patient_evaluation_form_view,Diagnosis,Diagnosis,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding__dialysis,Dialysis,Dialysis,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__symptom_diarrhea,Diarrhea,Diarrhea,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_rounding__stools__diarrhea,Diarrhea,Diarrhea,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__diastolic,Diastolic Pressure,Diastolic Pressure,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding__diastolic,Diastolic Pressure,Diastolic Pressure,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_perinatal_monitor__diastolic,Diastolic Pressure,Diastolic Pressure,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_puerperium_monitor__diastolic_pressure,Diastolic Pressure,Diastolic Pressure,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_diet__diet_id,Diet,Diet,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diet_therapeutic__name,Diet Type,Diet Type,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_patients_form_view,Diet and Excersice,Diet and Excersice,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_patients_form_view,Diet info,Diet info,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__symptom_diplopia,Diplopia,Diplopia,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_inpatient_registration_form_view,Discharge Patient,Discharge Patient,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_registration__discharge_plan,Discharge Plan,Discharge Plan,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication__discontinued,Discontinued,Discontinued,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_medication1__discontinued,Discontinued,Discontinued,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_medication__discontinued,Discontinued,Discontinued,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_family_disease__medical_pathology_id,Disease,Disease,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_disease__pathology_id,Disease,Disease,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_diseases__pathelogh_id,Disease,Disease,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.patient_diseases_document_report,Disease (ICD-10),Disease (ICD-10),
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_pathology_category_tree_view,Disease Categories,Disease Categories,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology__category_id,Disease Category,Disease Category,
basic_hms,model,"ir.actions.act_window,name",basic_hms.action_medical_pathology_category_form,Disease categories,Disease categories,
basic_hms,model,"ir.ui.menu,name",basic_hms.menu_categories_categories,Disease categories,Disease categories,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_pathology_category_form_view,Disease categories,Disease categories,
basic_hms,model,"ir.actions.act_window,name",basic_hms.action_medical_pathology_category_tree,Disease categories Structure,Disease categories Structure,
basic_hms,model,"ir.ui.menu,name",basic_hms.menu_categories_structure,Disease categories Structure,Disease categories Structure,
basic_hms,model,"ir.actions.act_window,name",basic_hms.action_medical_pathology,Diseases,Diseases,
basic_hms,model,"ir.actions.act_window,name",basic_hms.action_medical_patient_disease,Diseases,Diseases,
basic_hms,model,"ir.ui.menu,name",basic_hms.menu_diseases,Diseases,Diseases,
basic_hms,model,"ir.ui.menu,name",basic_hms.menu_sub_diseases,Diseases,Diseases,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_patient_disease_form_view,Diseases,Diseases,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_patient_disease_tree_view,Diseases,Diseases,
basic_hms,model_terms,"ir.ui.view,arch_db",basic_hms.medical_patients_form_view,Diseases,Diseases,
basic_hms,model,"ir.actions.report,name",basic_hms.report_print_patient_diseases_document,Diseases Report New,Diseases Report New,
basic_hms,model,"ir.model.fields.selection,name",basic_hms.selection__medical_patient_evaluation__mood__d,Disgust,Disgust,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_bed_transfer__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_create_prescription_invoice__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_create_prescription_shipment__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_appointment__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_appointments_invoice_wizard__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diagnostic_hypotesis__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diet_belief__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_diet_therapeutic__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_directions__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_dose_unit__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_drug_route__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_family_disease__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_health_service_invoice__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_chest_drainage__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_ecg__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_glasgow__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_icu_ventilation__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_diet__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication_admin_time__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_medication_log__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_inpatient_registration__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_insurance__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_insurance_plan__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab_test_create__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab_test_invoice__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_lab_test_units__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_medicament__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_medication_dosage__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_neomatal_apgar__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology_category__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology_group__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pathology_group_member__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_cage__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_colposcopy_history__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_disease__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_diseases__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_evaluation__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_lab_test__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_mammography_history__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_medication1__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_medication__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_menstrual_history__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_pap_history__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_pregnency__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_prental_evoultion__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_psc__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding_medical_supply__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding_medicament__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_rounding_vaccine__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_pediatrics_growth_charts_who__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_perinatal_monitor__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_physician__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_preinatal__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_prescription_line__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_prescription_order__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_puerperium_monitor__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_rcri__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_rounding_procedure__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_secondary_condition__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_signs_and_sympotoms__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_test_critearea__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_test_type__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_vaccination__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_pet_type__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_psc_code__display_name,Display Name,Display Name,
basic_hms,model,"ir.model.fields,field_description",basic_hms.field_medical_patient_psc__psc_distracted_easily,Distracted easily,Distracted easily,
